"ID","age","value"
"5.1.15","16 to 19",0
"5.1.15","20 to 24",0
"5.1.15","25 to 34",1
"5.1.15","35 to 44",1
"5.1.15","45 to 54",1
"5.1.15","55 to 64",1
"5.1.15","65+",1
"5.1.16","16 to 19",0
"5.1.16","20 to 24",0
"5.1.16","25 to 34",3
"5.1.16","35 to 44",1
"5.1.16","45 to 54",3
"5.1.16","55 to 64",3
"5.1.16","65+",0
"5.1.17","16 to 19",1
"5.1.17","20 to 24",11
"5.1.17","25 to 34",15
"5.1.17","35 to 44",17
"5.1.17","45 to 54",22
"5.1.17","55 to 64",17
"5.1.17","65+",2
"5.1.18","16 to 19",0
"5.1.18","20 to 24",0
"5.1.18","25 to 34",1
"5.1.18","35 to 44",0
"5.1.18","45 to 54",0
"5.1.18","55 to 64",0
"5.1.18","65+",0
"5.1.19","16 to 19",1
"5.1.19","20 to 24",5
"5.1.19","25 to 34",6
"5.1.19","35 to 44",7
"5.1.19","45 to 54",14
"5.1.19","55 to 64",9
"5.1.19","65+",3
"5.1.2","16 to 19",0
"5.1.2","20 to 24",2
"5.1.2","25 to 34",1
"5.1.2","35 to 44",1
"5.1.2","45 to 54",4
"5.1.2","55 to 64",5
"5.1.2","65+",2
"5.1.20","16 to 19",0
"5.1.20","20 to 24",4
"5.1.20","25 to 34",2
"5.1.20","35 to 44",1
"5.1.20","45 to 54",2
"5.1.20","55 to 64",0
"5.1.20","65+",0
"5.1.21","16 to 19",0
"5.1.21","20 to 24",0
"5.1.21","25 to 34",2
"5.1.21","35 to 44",0
"5.1.21","45 to 54",2
"5.1.21","55 to 64",0
"5.1.21","65+",1
"5.1.22","16 to 19",6
"5.1.22","20 to 24",33
"5.1.22","25 to 34",66
"5.1.22","35 to 44",90
"5.1.22","45 to 54",99
"5.1.22","55 to 64",83
"5.1.22","65+",13
"5.1.23","16 to 19",0
"5.1.23","20 to 24",5
"5.1.23","25 to 34",6
"5.1.23","35 to 44",6
"5.1.23","45 to 54",5
"5.1.23","55 to 64",4
"5.1.23","65+",0
"5.1.24","16 to 19",0
"5.1.24","20 to 24",1
"5.1.24","25 to 34",1
"5.1.24","35 to 44",1
"5.1.24","45 to 54",2
"5.1.24","55 to 64",1
"5.1.24","65+",0
"5.1.25","16 to 19",1
"5.1.25","20 to 24",2
"5.1.25","25 to 34",11
"5.1.25","35 to 44",10
"5.1.25","45 to 54",5
"5.1.25","55 to 64",10
"5.1.25","65+",1
"5.1.26","16 to 19",0
"5.1.26","20 to 24",0
"5.1.26","25 to 34",0
"5.1.26","35 to 44",0
"5.1.26","45 to 54",2
"5.1.26","55 to 64",1
"5.1.26","65+",0
"5.1.27","16 to 19",0
"5.1.27","20 to 24",1
"5.1.27","25 to 34",8
"5.1.27","35 to 44",18
"5.1.27","45 to 54",15
"5.1.27","55 to 64",20
"5.1.27","65+",5
"5.1.28","16 to 19",14
"5.1.28","20 to 24",67
"5.1.28","25 to 34",173
"5.1.28","35 to 44",142
"5.1.28","45 to 54",135
"5.1.28","55 to 64",73
"5.1.28","65+",13
"5.1.29","16 to 19",0
"5.1.29","20 to 24",0
"5.1.29","25 to 34",0
"5.1.29","35 to 44",0
"5.1.29","45 to 54",1
"5.1.29","55 to 64",1
"5.1.29","65+",0
"5.1.3","16 to 19",4
"5.1.3","20 to 24",10
"5.1.3","25 to 34",31
"5.1.3","35 to 44",34
"5.1.3","45 to 54",48
"5.1.3","55 to 64",30
"5.1.3","65+",7
"5.1.30","16 to 19",1
"5.1.30","20 to 24",1
"5.1.30","25 to 34",3
"5.1.30","35 to 44",1
"5.1.30","45 to 54",0
"5.1.30","55 to 64",3
"5.1.30","65+",0
"5.1.31","16 to 19",0
"5.1.31","20 to 24",1
"5.1.31","25 to 34",4
"5.1.31","35 to 44",4
"5.1.31","45 to 54",16
"5.1.31","55 to 64",4
"5.1.31","65+",1
"5.1.32","16 to 19",0
"5.1.32","20 to 24",1
"5.1.32","25 to 34",1
"5.1.32","35 to 44",4
"5.1.32","45 to 54",2
"5.1.32","55 to 64",2
"5.1.32","65+",1
"5.1.33","16 to 19",6
"5.1.33","20 to 24",29
"5.1.33","25 to 34",65
"5.1.33","35 to 44",68
"5.1.33","45 to 54",90
"5.1.33","55 to 64",73
"5.1.33","65+",10
"5.1.34","16 to 19",0
"5.1.34","20 to 24",2
"5.1.34","25 to 34",5
"5.1.34","35 to 44",3
"5.1.34","45 to 54",7
"5.1.34","55 to 64",4
"5.1.34","65+",3
"5.1.35","16 to 19",1
"5.1.35","20 to 24",18
"5.1.35","25 to 34",41
"5.1.35","35 to 44",40
"5.1.35","45 to 54",52
"5.1.35","55 to 64",27
"5.1.35","65+",7
"5.1.36","16 to 19",0
"5.1.36","20 to 24",1
"5.1.36","25 to 34",1
"5.1.36","35 to 44",4
"5.1.36","45 to 54",5
"5.1.36","55 to 64",8
"5.1.36","65+",2
"5.1.37","16 to 19",4
"5.1.37","20 to 24",7
"5.1.37","25 to 34",33
"5.1.37","35 to 44",29
"5.1.37","45 to 54",36
"5.1.37","55 to 64",35
"5.1.37","65+",12
"5.1.38","16 to 19",0
"5.1.38","20 to 24",1
"5.1.38","25 to 34",16
"5.1.38","35 to 44",10
"5.1.38","45 to 54",12
"5.1.38","55 to 64",5
"5.1.38","65+",3
"5.1.39","16 to 19",2
"5.1.39","20 to 24",6
"5.1.39","25 to 34",18
"5.1.39","35 to 44",27
"5.1.39","45 to 54",44
"5.1.39","55 to 64",48
"5.1.39","65+",13
"5.1.4","16 to 19",0
"5.1.4","20 to 24",0
"5.1.4","25 to 34",3
"5.1.4","35 to 44",1
"5.1.4","45 to 54",2
"5.1.4","55 to 64",3
"5.1.4","65+",0
"5.1.40","16 to 19",0
"5.1.40","20 to 24",0
"5.1.40","25 to 34",0
"5.1.40","35 to 44",0
"5.1.40","45 to 54",1
"5.1.40","55 to 64",1
"5.1.40","65+",1
"5.1.41","16 to 19",1
"5.1.41","20 to 24",0
"5.1.41","25 to 34",0
"5.1.41","35 to 44",1
"5.1.41","45 to 54",0
"5.1.41","55 to 64",0
"5.1.41","65+",0
"5.1.42","16 to 19",1
"5.1.42","20 to 24",1
"5.1.42","25 to 34",10
"5.1.42","35 to 44",15
"5.1.42","45 to 54",27
"5.1.42","55 to 64",28
"5.1.42","65+",9
"5.1.43","16 to 19",0
"5.1.43","20 to 24",0
"5.1.43","25 to 34",1
"5.1.43","35 to 44",0
"5.1.43","45 to 54",1
"5.1.43","55 to 64",1
"5.1.43","65+",0
"5.1.44","16 to 19",0
"5.1.44","20 to 24",0
"5.1.44","25 to 34",2
"5.1.44","35 to 44",1
"5.1.44","45 to 54",0
"5.1.44","55 to 64",2
"5.1.44","65+",0
"5.1.45","16 to 19",0
"5.1.45","20 to 24",1
"5.1.45","25 to 34",2
"5.1.45","35 to 44",2
"5.1.45","45 to 54",3
"5.1.45","55 to 64",2
"5.1.45","65+",2
"5.1.46","16 to 19",0
"5.1.46","20 to 24",1
"5.1.46","25 to 34",1
"5.1.46","35 to 44",7
"5.1.46","45 to 54",2
"5.1.46","55 to 64",0
"5.1.46","65+",1
"5.1.47","16 to 19",0
"5.1.47","20 to 24",0
"5.1.47","25 to 34",0
"5.1.47","35 to 44",0
"5.1.47","45 to 54",0
"5.1.47","55 to 64",0
"5.1.47","65+",0
"5.1.48","16 to 19",0
"5.1.48","20 to 24",0
"5.1.48","25 to 34",0
"5.1.48","35 to 44",0
"5.1.48","45 to 54",0
"5.1.48","55 to 64",1
"5.1.48","65+",0
"5.1.49","16 to 19",1
"5.1.49","20 to 24",4
"5.1.49","25 to 34",4
"5.1.49","35 to 44",4
"5.1.49","45 to 54",17
"5.1.49","55 to 64",7
"5.1.49","65+",5
"5.1.5","16 to 19",0
"5.1.5","20 to 24",3
"5.1.5","25 to 34",6
"5.1.5","35 to 44",7
"5.1.5","45 to 54",5
"5.1.5","55 to 64",3
"5.1.5","65+",0
"5.1.50","16 to 19",1
"5.1.50","20 to 24",1
"5.1.50","25 to 34",1
"5.1.50","35 to 44",5
"5.1.50","45 to 54",2
"5.1.50","55 to 64",4
"5.1.50","65+",0
"5.1.51","16 to 19",2
"5.1.51","20 to 24",2
"5.1.51","25 to 34",10
"5.1.51","35 to 44",12
"5.1.51","45 to 54",14
"5.1.51","55 to 64",8
"5.1.51","65+",2
"5.1.52","16 to 19",1
"5.1.52","20 to 24",0
"5.1.52","25 to 34",2
"5.1.52","35 to 44",0
"5.1.52","45 to 54",3
"5.1.52","55 to 64",1
"5.1.52","65+",0
"5.1.53","16 to 19",0
"5.1.53","20 to 24",1
"5.1.53","25 to 34",0
"5.1.53","35 to 44",0
"5.1.53","45 to 54",0
"5.1.53","55 to 64",0
"5.1.53","65+",0
"5.1.54","16 to 19",1
"5.1.54","20 to 24",2
"5.1.54","25 to 34",7
"5.1.54","35 to 44",7
"5.1.54","45 to 54",4
"5.1.54","55 to 64",6
"5.1.54","65+",4
"5.1.55","16 to 19",1
"5.1.55","20 to 24",1
"5.1.55","25 to 34",5
"5.1.55","35 to 44",6
"5.1.55","45 to 54",5
"5.1.55","55 to 64",1
"5.1.55","65+",0
"5.1.56","16 to 19",0
"5.1.56","20 to 24",2
"5.1.56","25 to 34",2
"5.1.56","35 to 44",4
"5.1.56","45 to 54",9
"5.1.56","55 to 64",7
"5.1.56","65+",4
"5.1.57","16 to 19",0
"5.1.57","20 to 24",1
"5.1.57","25 to 34",14
"5.1.57","35 to 44",10
"5.1.57","45 to 54",10
"5.1.57","55 to 64",10
"5.1.57","65+",1
"5.1.58","16 to 19",0
"5.1.58","20 to 24",3
"5.1.58","25 to 34",12
"5.1.58","35 to 44",21
"5.1.58","45 to 54",30
"5.1.58","55 to 64",27
"5.1.58","65+",4
"5.1.59","16 to 19",0
"5.1.59","20 to 24",2
"5.1.59","25 to 34",11
"5.1.59","35 to 44",14
"5.1.59","45 to 54",24
"5.1.59","55 to 64",19
"5.1.59","65+",2
"5.1.6","16 to 19",24
"5.1.6","20 to 24",123
"5.1.6","25 to 34",238
"5.1.6","35 to 44",204
"5.1.6","45 to 54",204
"5.1.6","55 to 64",176
"5.1.6","65+",33
"5.1.60","16 to 19",0
"5.1.60","20 to 24",2
"5.1.60","25 to 34",13
"5.1.60","35 to 44",10
"5.1.60","45 to 54",5
"5.1.60","55 to 64",11
"5.1.60","65+",0
"5.1.61","16 to 19",0
"5.1.61","20 to 24",4
"5.1.61","25 to 34",18
"5.1.61","35 to 44",15
"5.1.61","45 to 54",17
"5.1.61","55 to 64",7
"5.1.61","65+",1
"5.1.62","16 to 19",1
"5.1.62","20 to 24",8
"5.1.62","25 to 34",15
"5.1.62","35 to 44",15
"5.1.62","45 to 54",17
"5.1.62","55 to 64",12
"5.1.62","65+",1
"5.1.63","16 to 19",2
"5.1.63","20 to 24",9
"5.1.63","25 to 34",7
"5.1.63","35 to 44",17
"5.1.63","45 to 54",15
"5.1.63","55 to 64",9
"5.1.63","65+",2
"5.1.64","16 to 19",1
"5.1.64","20 to 24",5
"5.1.64","25 to 34",6
"5.1.64","35 to 44",13
"5.1.64","45 to 54",7
"5.1.64","55 to 64",7
"5.1.64","65+",1
"5.1.65","16 to 19",0
"5.1.65","20 to 24",0
"5.1.65","25 to 34",4
"5.1.65","35 to 44",1
"5.1.65","45 to 54",2
"5.1.65","55 to 64",1
"5.1.65","65+",0
"5.1.66","16 to 19",6
"5.1.66","20 to 24",63
"5.1.66","25 to 34",181
"5.1.66","35 to 44",153
"5.1.66","45 to 54",171
"5.1.66","55 to 64",146
"5.1.66","65+",31
"5.1.67","16 to 19",0
"5.1.67","20 to 24",2
"5.1.67","25 to 34",7
"5.1.67","35 to 44",8
"5.1.67","45 to 54",12
"5.1.67","55 to 64",13
"5.1.67","65+",2
"5.1.68","16 to 19",1
"5.1.68","20 to 24",8
"5.1.68","25 to 34",15
"5.1.68","35 to 44",22
"5.1.68","45 to 54",14
"5.1.68","55 to 64",20
"5.1.68","65+",6
"5.1.69","16 to 19",6
"5.1.69","20 to 24",31
"5.1.69","25 to 34",47
"5.1.69","35 to 44",64
"5.1.69","45 to 54",62
"5.1.69","55 to 64",41
"5.1.69","65+",8
"5.1.7","16 to 19",8
"5.1.7","20 to 24",36
"5.1.7","25 to 34",58
"5.1.7","35 to 44",32
"5.1.7","45 to 54",52
"5.1.7","55 to 64",27
"5.1.7","65+",11
"5.1.70","16 to 19",4
"5.1.70","20 to 24",15
"5.1.70","25 to 34",38
"5.1.70","35 to 44",40
"5.1.70","45 to 54",33
"5.1.70","55 to 64",23
"5.1.70","65+",3
"5.1.71","16 to 19",0
"5.1.71","20 to 24",6
"5.1.71","25 to 34",8
"5.1.71","35 to 44",4
"5.1.71","45 to 54",5
"5.1.71","55 to 64",4
"5.1.71","65+",0
"5.1.72","16 to 19",0
"5.1.72","20 to 24",0
"5.1.72","25 to 34",0
"5.1.72","35 to 44",1
"5.1.72","45 to 54",0
"5.1.72","55 to 64",0
"5.1.72","65+",0
"5.1.73","16 to 19",0
"5.1.73","20 to 24",1
"5.1.73","25 to 34",0
"5.1.73","35 to 44",2
"5.1.73","45 to 54",2
"5.1.73","55 to 64",0
"5.1.73","65+",0
"5.1.74","16 to 19",0
"5.1.74","20 to 24",1
"5.1.74","25 to 34",0
"5.1.74","35 to 44",3
"5.1.74","45 to 54",1
"5.1.74","55 to 64",1
"5.1.74","65+",0
"5.1.75","16 to 19",0
"5.1.75","20 to 24",0
"5.1.75","25 to 34",3
"5.1.75","35 to 44",1
"5.1.75","45 to 54",0
"5.1.75","55 to 64",0
"5.1.75","65+",0
"5.1.76","16 to 19",0
"5.1.76","20 to 24",0
"5.1.76","25 to 34",1
"5.1.76","35 to 44",1
"5.1.76","45 to 54",5
"5.1.76","55 to 64",4
"5.1.76","65+",0
"5.1.77","16 to 19",0
"5.1.77","20 to 24",2
"5.1.77","25 to 34",6
"5.1.77","35 to 44",7
"5.1.77","45 to 54",7
"5.1.77","55 to 64",7
"5.1.77","65+",2
"5.1.78","16 to 19",0
"5.1.78","20 to 24",0
"5.1.78","25 to 34",9
"5.1.78","35 to 44",9
"5.1.78","45 to 54",6
"5.1.78","55 to 64",5
"5.1.78","65+",2
"5.1.79","16 to 19",0
"5.1.79","20 to 24",1
"5.1.79","25 to 34",2
"5.1.79","35 to 44",6
"5.1.79","45 to 54",1
"5.1.79","55 to 64",1
"5.1.79","65+",0
"5.1.8","16 to 19",10
"5.1.8","20 to 24",50
"5.1.8","25 to 34",89
"5.1.8","35 to 44",61
"5.1.8","45 to 54",69
"5.1.8","55 to 64",42
"5.1.8","65+",11
"5.1.80","16 to 19",5
"5.1.80","20 to 24",8
"5.1.80","25 to 34",17
"5.1.80","35 to 44",8
"5.1.80","45 to 54",7
"5.1.80","55 to 64",8
"5.1.80","65+",1
"5.1.81","16 to 19",21
"5.1.81","20 to 24",106
"5.1.81","25 to 34",198
"5.1.81","35 to 44",215
"5.1.81","45 to 54",223
"5.1.81","55 to 64",146
"5.1.81","65+",40
"5.1.9","16 to 19",0
"5.1.9","20 to 24",2
"5.1.9","25 to 34",2
"5.1.9","35 to 44",3
"5.1.9","45 to 54",2
"5.1.9","55 to 64",1
"5.1.9","65+",0
"5.2.1","16 to 19",1
"5.2.1","20 to 24",10
"5.2.1","25 to 34",45
"5.2.1","35 to 44",39
"5.2.1","45 to 54",61
"5.2.1","55 to 64",36
"5.2.1","65+",8
"5.2.10","16 to 19",0
"5.2.10","20 to 24",2
"5.2.10","25 to 34",7
"5.2.10","35 to 44",22
"5.2.10","45 to 54",13
"5.2.10","55 to 64",11
"5.2.10","65+",1
"5.2.11","16 to 19",0
"5.2.11","20 to 24",0
"5.2.11","25 to 34",1
"5.2.11","35 to 44",2
"5.2.11","45 to 54",3
"5.2.11","55 to 64",4
"5.2.11","65+",0
"5.2.12","16 to 19",0
"5.2.12","20 to 24",3
"5.2.12","25 to 34",13
"5.2.12","35 to 44",12
"5.2.12","45 to 54",13
"5.2.12","55 to 64",5
"5.2.12","65+",1
"5.2.13","16 to 19",0
"5.2.13","20 to 24",2
"5.2.13","25 to 34",5
"5.2.13","35 to 44",6
"5.2.13","45 to 54",3
"5.2.13","55 to 64",2
"5.2.13","65+",2
"5.2.14","16 to 19",2
"5.2.14","20 to 24",9
"5.2.14","25 to 34",4
"5.2.14","35 to 44",4
"5.2.14","45 to 54",3
"5.2.14","55 to 64",4
"5.2.14","65+",1
"5.2.15","16 to 19",0
"5.2.15","20 to 24",2
"5.2.15","25 to 34",7
"5.2.15","35 to 44",10
"5.2.15","45 to 54",14
"5.2.15","55 to 64",7
"5.2.15","65+",2
"5.2.16","16 to 19",0
"5.2.16","20 to 24",0
"5.2.16","25 to 34",1
"5.2.16","35 to 44",3
"5.2.16","45 to 54",2
"5.2.16","55 to 64",2
"5.2.16","65+",0
"5.2.17","16 to 19",0
"5.2.17","20 to 24",0
"5.2.17","25 to 34",0
"5.2.17","35 to 44",0
"5.2.17","45 to 54",1
"5.2.17","55 to 64",4
"5.2.17","65+",0
"5.2.18","16 to 19",4
"5.2.18","20 to 24",24
"5.2.18","25 to 34",17
"5.2.18","35 to 44",9
"5.2.18","45 to 54",10
"5.2.18","55 to 64",11
"5.2.18","65+",3
"5.2.19","16 to 19",5
"5.2.19","20 to 24",30
"5.2.19","25 to 34",24
"5.2.19","35 to 44",18
"5.2.19","45 to 54",9
"5.2.19","55 to 64",10
"5.2.19","65+",1
"5.2.2","16 to 19",0
"5.2.2","20 to 24",3
"5.2.2","25 to 34",17
"5.2.2","35 to 44",39
"5.2.2","45 to 54",41
"5.2.2","55 to 64",28
"5.2.2","65+",6
"5.2.20","16 to 19",0
"5.2.20","20 to 24",4
"5.2.20","25 to 34",7
"5.2.20","35 to 44",13
"5.2.20","45 to 54",13
"5.2.20","55 to 64",9
"5.2.20","65+",3
"5.2.21","16 to 19",0
"5.2.21","20 to 24",4
"5.2.21","25 to 34",4
"5.2.21","35 to 44",3
"5.2.21","45 to 54",5
"5.2.21","55 to 64",7
"5.2.21","65+",4
"5.2.22","16 to 19",0
"5.2.22","20 to 24",4
"5.2.22","25 to 34",6
"5.2.22","35 to 44",6
"5.2.22","45 to 54",6
"5.2.22","55 to 64",2
"5.2.22","65+",2
"5.2.23","16 to 19",0
"5.2.23","20 to 24",1
"5.2.23","25 to 34",0
"5.2.23","35 to 44",1
"5.2.23","45 to 54",1
"5.2.23","55 to 64",2
"5.2.23","65+",0
"5.2.24","16 to 19",0
"5.2.24","20 to 24",3
"5.2.24","25 to 34",19
"5.2.24","35 to 44",19
"5.2.24","45 to 54",18
"5.2.24","55 to 64",13
"5.2.24","65+",2
"5.2.25","16 to 19",1
"5.2.25","20 to 24",5
"5.2.25","25 to 34",8
"5.2.25","35 to 44",6
"5.2.25","45 to 54",13
"5.2.25","55 to 64",7
"5.2.25","65+",4
"5.2.26","16 to 19",0
"5.2.26","20 to 24",2
"5.2.26","25 to 34",1
"5.2.26","35 to 44",1
"5.2.26","45 to 54",2
"5.2.26","55 to 64",1
"5.2.26","65+",0
"5.2.27","16 to 19",6
"5.2.27","20 to 24",52
"5.2.27","25 to 34",143
"5.2.27","35 to 44",130
"5.2.27","45 to 54",140
"5.2.27","55 to 64",80
"5.2.27","65+",12
"5.2.28","16 to 19",50
"5.2.28","20 to 24",83
"5.2.28","25 to 34",85
"5.2.28","35 to 44",58
"5.2.28","45 to 54",53
"5.2.28","55 to 64",35
"5.2.28","65+",12
"5.2.29","16 to 19",154
"5.2.29","20 to 24",324
"5.2.29","25 to 34",430
"5.2.29","35 to 44",335
"5.2.29","45 to 54",330
"5.2.29","55 to 64",238
"5.2.29","65+",55
"5.2.3","16 to 19",0
"5.2.3","20 to 24",0
"5.2.3","25 to 34",10
"5.2.3","35 to 44",5
"5.2.3","45 to 54",11
"5.2.3","55 to 64",4
"5.2.3","65+",1
"5.2.30","16 to 19",0
"5.2.30","20 to 24",3
"5.2.30","25 to 34",3
"5.2.30","35 to 44",5
"5.2.30","45 to 54",1
"5.2.30","55 to 64",4
"5.2.30","65+",0
"5.2.31","16 to 19",57
"5.2.31","20 to 24",72
"5.2.31","25 to 34",100
"5.2.31","35 to 44",94
"5.2.31","45 to 54",110
"5.2.31","55 to 64",57
"5.2.31","65+",16
"5.2.32","16 to 19",0
"5.2.32","20 to 24",2
"5.2.32","25 to 34",9
"5.2.32","35 to 44",1
"5.2.32","45 to 54",8
"5.2.32","55 to 64",5
"5.2.32","65+",1
"5.2.33","16 to 19",2
"5.2.33","20 to 24",8
"5.2.33","25 to 34",20
"5.2.33","35 to 44",17
"5.2.33","45 to 54",21
"5.2.33","55 to 64",10
"5.2.33","65+",5
"5.2.34","16 to 19",0
"5.2.34","20 to 24",0
"5.2.34","25 to 34",1
"5.2.34","35 to 44",0
"5.2.34","45 to 54",0
"5.2.34","55 to 64",0
"5.2.34","65+",0
"5.2.35","16 to 19",0
"5.2.35","20 to 24",0
"5.2.35","25 to 34",3
"5.2.35","35 to 44",0
"5.2.35","45 to 54",2
"5.2.35","55 to 64",1
"5.2.35","65+",0
"5.2.36","16 to 19",1
"5.2.36","20 to 24",2
"5.2.36","25 to 34",8
"5.2.36","35 to 44",8
"5.2.36","45 to 54",8
"5.2.36","55 to 64",14
"5.2.36","65+",1
"5.2.4","16 to 19",0
"5.2.4","20 to 24",6
"5.2.4","25 to 34",10
"5.2.4","35 to 44",19
"5.2.4","45 to 54",33
"5.2.4","55 to 64",21
"5.2.4","65+",3
"5.2.5","16 to 19",0
"5.2.5","20 to 24",1
"5.2.5","25 to 34",5
"5.2.5","35 to 44",2
"5.2.5","45 to 54",5
"5.2.5","55 to 64",4
"5.2.5","65+",2
"5.2.6","16 to 19",1
"5.2.6","20 to 24",11
"5.2.6","25 to 34",56
"5.2.6","35 to 44",98
"5.2.6","45 to 54",159
"5.2.6","55 to 64",165
"5.2.6","65+",95
"5.2.7","16 to 19",53
"5.2.7","20 to 24",193
"5.2.7","25 to 34",559
"5.2.7","35 to 44",772
"5.2.7","45 to 54",933
"5.2.7","55 to 64",684
"5.2.7","65+",211
"5.2.8","16 to 19",0
"5.2.8","20 to 24",10
"5.2.8","25 to 34",69
"5.2.8","35 to 44",78
"5.2.8","45 to 54",91
"5.2.8","55 to 64",88
"5.2.8","65+",47
"5.2.9","16 to 19",0
"5.2.9","20 to 24",4
"5.2.9","25 to 34",5
"5.2.9","35 to 44",8
"5.2.9","45 to 54",15
"5.2.9","55 to 64",8
"5.2.9","65+",21
